Group,Genre,UserRating,LowerDownloads,FuzzyRisk,JavaFiles,DefectCount,LOC,SourceFragment,CloneFragment,CloneGroup,OPrivCount,UPrivCount,IntentsCount,PermissionCount,Jlint
2,Puzzle,3.5,5000,51,86,3,8367,96,8,4,,1,2,,33
2,Music & Audio,3.7,50000,51,71,5111,7019,77,2,1,,,,,21
2,Strategy,4.6,1000000,92,3186,9,351216,6501,4612,781,3,1,2,3,573
2,Music & Audio,3.6,10000,51,1511,13,145028,2284,774,312,1,1,2,4,424
2,Travel & Local,3,1000,50,1457,103,157572,1935,698,293,3,6,5,1,517
2,Sports,3.9,1000,51,96,5114,9995,107,12,5,,,2,5,32
2,Music & Audio,4,1000,51,382,6,32780,498,221,95,2,2,3,17,66
2,Puzzle,4.3,1000000,51,1513,9,159173,2286,1024,353,,2,2,11,479
2,Travel & Local,4,10000,100,1104,15,107812,1591,637,236,1,7,3,4,367
2,Entertainment,3.7,10000000,100,2616,9,210730,3535,1662,337,,3,2,4,464
2,Books & Reference,4.4,100000,50,1325,6,153996,2841,2017,350,3,1,2,,162
2,Tools,4.5,1000,92,191,3,26238,,,,1,1,2,,79
2,Communication,3.8,5000,50,174,3,24659,323,154,33,2,3,,,37
2,Action,4.4,10000000,50,1163,3676,127736,1858,844,213,2,1,3,4,450
2,Books & Reference,4.5,5000,0,26,6,1382,35,2,1,,1,3,4,3
2,Tools,4.1,5000,51,96,6,7704,155,41,12,,,2,,29
2,Finance,4.2,100000,50,1104,9,83557,1405,648,169,1,1,3,7,318
2,Casual,4.5,1000000,51,1259,18,109706,1738,606,252,3,3,5,,317
2,Personalization,4.5,100000,0,52,9,3970,78,24,9,1,,4,19,15
2,Transportation,4,10000,51,1395,12,179141,,,,,6,2,,254
2,Music & Audio,3.6,1000,100,2430,15,260226,3178,1213,462,4,3,2,3,600
2,Travel & Local,3.4,5000,50,128,9,16858,,,,2,6,2,,62
2,Education,4.4,5000,51,475,12,41864,690,268,87,,1,2,9,135
2,Arcade,4.2,1000000,50,1273,3685,118176,,,,3,1,2,,286
2,Finance,4.7,1000,92,592,9,78681,717,285,119,,2,2,4,152
2,Business,4.3,10000,51,257,9,35362,511,161,71,,5,2,,121
2,Productivity,3.4,1000,51,317,12,35779,497,101,45,,,5,,150
2,Communication,4.2,5000000,51,456,9,42969,722,214,82,2,1,6,4,110
2,Arcade,4.3,5000000,50,568,6,55266,,,,,3,2,,223
2,Sports,4,100000,92,1764,9,186658,2877,1222,440,1,10,2,11,532
2,Comics,4.2,1000000,51,1505,9,176501,2650,1130,406,,4,6,3,832
2,Sports,4.6,50000,92,2980,45,333621,6149,4545,728,1,2,2,6,474
2,Entertainment,4.2,100000,92,2096,12,209193,,,,1,6,5,,577
2,Books & Reference,4.9,5000,51,73,3,7538,90,4,2,,2,2,,32
2,Racing,3.8,1000000,92,585,6,58153,766,142,61,2,3,2,,296
2,Casual,4.5,1000000,50,1738,9,183628,2641,1027,386,1,2,2,8,562
2,News & Magazines,4.3,10000,92,2598,15,240801,2858,959,349,1,9,2,,715
2,Tools,3.7,10000,92,11,3,1444,1,0,0,1,,2,,0
2,Books & Reference,4.5,1000000,51,1018,18,116172,2250,762,275,,6,2,5,372
2,Education,4.4,1000,0,15,6,693,4,0,0,,1,2,5,6
2,Music & Audio,3.3,1000,92,1557,12,192405,,,,,3,2,,421
2,Music & Audio,3.9,5000,50,3217,41341,305815,4490,2015,666,2,4,2,10,1517
2,Arcade,3.9,100000,92,1449,9,173262,2214,973,327,,3,2,6,476
2,Personalization,4.2,50000,0,1542,3,207387,4212,2727,483,1,6,3,,369
2,Puzzle,3.8,10000,92,2487,12,305910,4891,3378,608,,1,2,2,460
2,Productivity,4.2,10000,50,195,6,20645,,,,2,,2,,89
2,Travel & Local,4,50000,100,464,9,77202,734,208,89,1,6,2,4,212
2,Arcade,4.4,10000000,51,381,6,36849,,,,,6,2,,171
2,Tools,4.6,50000,0,48,6,3782,55,13,5,,1,2,2,9
2,News & Magazines,4.1,100000,51,1344,12,202896,2815,1014,377,,2,,,428
2,Music & Audio,4.2,1000,92,1571,9,193182,2691,1301,370,,3,2,,429
2,Board,4.3,50000,51,832,9,117719,2604,2028,270,,1,3,19,108
2,Productivity,4.6,100000,0,1297,15,121546,1728,798,299,,2,,,236
2,Puzzle,3.5,10000,92,545,12,74998,716,187,81,,9,2,2,167
2,Travel & Local,4,10000,51,179,9,14984,300,123,50,,,,,29
2,Media & Video,4.3,100000,50,14,9,924,16,14,3,12,1,3,2,2
2,Business,4.7,1000,51,12,6,480,5,0,0,,,2,4,0
2,Lifestyle,4.8,10000,92,902,93657,63544,1051,474,116,3,1,2,3,175
2,Finance,4.3,50000,51,2792,99,344799,5434,2747,789,3,3,2,12,1218
2,Education,4.3,1000,50,321,6,33442,,,,4,2,4,,1255
2,Social,4.6,10000000,51,3175,15,280104,4122,1609,532,1,5,6,,904
2,Entertainment,4.9,1000,50,263,9,25515,581,239,69,4,1,2,,71
2,Productivity,4.3,10000,0,24,3,2096,39,24,10,,,2,1,3
2,Tools,3.8,10000,92,918,9,118433,1201,473,191,,3,,7,229
2,Trivia,4,10000,0,304,6,26616,394,200,84,,2,2,3,51
2,Business,4.1,10000,51,2036,23,197245,3011,1183,446,2,1,,,465
2,Racing,3.9,1000000,92,2748,6,274974,4223,1860,545,2,5,2,,713
2,Entertainment,3.1,1000,51,510,6,47324,701,347,141,,4,2,2,84
2,Education,3.9,1000,50,5454,12,680178,11522,7444,1859,1,2,2,,1484
2,Personalization,4.2,1000000,92,894,6,85087,,,,,3,2,,220
2,Education,3.9,100000,51,1801,12,171228,2728,1379,482,1,4,,,586
2,News & Magazines,4.4,1000,51,304,6,28197,403,88,33,,5,2,2,93
2,Libraries & Demo,3.9,10000,0,148,6,11597,,,,,,2,,12
2,Productivity,3,1000,50,83,3660,7480,97,8,4,,,2,,27
2,Education,4.7,50000,51,99,4955,9016,130,11,5,,,3,,24
2,Tools,4.3,1000,51,41,3,3151,29,0,0,,,2,5,5
2,Puzzle,4.3,10000,92,2907,12,331531,5985,4594,659,,2,2,,445
2,Sports,4,10000,51,8,6,229,3,2,1,,,2,,1
2,Tools,3.9,1000,0,40,3,3199,50,13,6,,,2,6,2
2,Lifestyle,4.2,1000,51,840,6,80519,,,,2,2,2,,123
2,Personalization,4.1,10000,51,640,5114,58002,534,241,99,1,1,2,2,106
2,Tools,4.4,5000,0,14,6,436,3,0,0,1,,,5,0
2,Tools,4.5,500000,100,5932,18,542051,7226,2897,775,13,,3,3,1460
2,Personalization,3.7,10000,51,619,12,64095,,,,,6,,,208
2,Tools,4.4,50000000,88,4722,6,432623,6323,2832,702,5,3,4,,1268
2,Social,3.6,1000000,50,4542,18,528986,6961,3493,1034,2,1,,,1441
2,Casino,4.5,1000,,200,21,70694,,,,,1,,,525
2,Tools,3.4,10000,51,58,6,18170,7,0,0,,1,,,16
2,Health & Fitness,4.4,10000000,50,4903,18,515875,9994,5992,1574,1,4,5,,1149
2,Education,4.5,10000,92,1949,9,329804,5686,4232,658,1,3,5,7,703
2,Music & Audio,4.3,50000,0,60,6,3760,65,18,6,1,1,2,4,26
2,Social,4.6,100000,50,850,9,71845,,,,7,1,2,,159
2,Education,3.4,1000,0,19,6,1342,37,0,0,,,,,0
2,Communication,4.1,10000,51,399,6,39865,,,,,2,2,,80
2,Tools,4.5,10000,0,16,3,832,13,4,2,,,2,8,1
2,Tools,4.6,10000,0,26,3,2613,26,6,3,,,2,5,0
2,Music & Audio,4.2,1000,51,1179,41338,111143,1598,594,233,,6,,,343
2,Strategy,4.5,5000000,92,3433,12,433477,7288,4502,912,2,1,5,2,975
2,Productivity,4.6,5000000,51,2760,12,254698,3692,1312,503,7,,,,1243
2,Communication,4.3,10000,0,6,3,445,,,,,,1,,0
2,Health & Fitness,4.3,5000,50,378,370,39788,,,,,1,2,,135
2,Strategy,3.2,100000,92,2308,6,300464,5656,3860,759,,4,2,,552
2,Personalization,3.4,10000,0,2,3,110,4,2,1,,,2,3,0
2,Music & Audio,4.3,10000000,51,3758,12,406027,1028,411,174,1,3,,,991
2,Entertainment,4,100000,0,10,6,535,,,,,,,,0
2,Libraries & Demo,4,10000,50,171,18,17973,231,106,44,3,2,2,,55
2,Puzzle,4.1,100000,51,250,9,22628,294,59,26,2,1,,2,104
2,Travel & Local,4.1,1000,51,669,9,61486,979,341,125,1,2,4,5,153
2,Finance,4.3,5000,85,4925,21,472759,,,,12,5,5,,1091
2,Tools,3.9,10000,51,31,3,3078,39,6,3,2,3,2,4,4
2,Communication,4.2,10000000,50,3639,9,417181,,,,10,4,8,,976
2,Business,3,1000,92,12,3,1487,1,0,0,1,,2,4,0
2,Music & Audio,4.5,1000,92,1558,12,216070,2706,1699,427,,1,2,,483
2,Tools,3.3,1000000,92,2506,6,295721,4905,3377,584,,6,2,8,562
2,Photography,3.9,1000000,51,2001,12,194212,2770,1058,414,,2,4,,494
2,News & Magazines,4.1,1000,92,1422,9,135920,,,,,1,2,,421
2,Education,4.3,1000,92,262,6,29131,482,147,67,,11,,,81
2,Lifestyle,3.4,1000,51,772,12,79487,916,305,104,1,1,2,5,274
2,Productivity,3.4,1000,0,12,3,789,12,2,1,,,5,1,0
2,Education,4,50000,51,296,3,26421,336,78,34,,1,2,8,109
2,Travel & Local,4.2,10000000,53,5730,9,386030,,,,5,2,6,,1924
2,Music & Audio,4.3,10000,92,967,6,110180,1209,445,177,,1,2,1,251
2,Arcade,4.3,10000,51,625,6,68347,675,301,124,,4,2,5,264
2,Photography,4.4,1000000,51,580,9,55850,814,327,136,1,1,2,11,131
2,Travel & Local,4.6,500000,50,425,15,40791,,,,,2,2,,125
2,Sports,4.3,10000,50,103,3,9798,124,24,9,1,1,2,3,49
2,Tools,3.9,10000000,51,809,12,84722,1342,535,214,,4,6,2,216
2,Tools,4.4,10000000,51,590,3662,54896,841,230,50,2,7,2,11,175
2,Card,4.2,100000,51,2146,12,188028,,,,3,3,5,,526
2,Entertainment,4.2,5000,92,730,9,73901,768,130,44,,4,2,12,250
2,Business,3,1000,51,560,9,65126,885,362,136,,1,2,,133
2,Personalization,4.3,50000,92,1882,9,272116,3346,1901,496,,3,2,4,611
2,Tools,3.5,1000,50,112,6,13521,,,,3,,2,,61
2,Media & Video,4.2,5000,92,651,6,83109,790,329,137,,2,2,6,155
2,Sports,4.3,1000,92,3687,9,416410,7023,5049,864,1,2,2,3,706
2,Music & Audio,4,1000,50,546,9,55477,805,410,154,,2,2,4,165
2,Finance,3.3,10000,51,1,3,3934,2978,1105,276,2,,2,,9
2,Strategy,3.9,500000,92,2941,9,339061,6198,3745,717,,5,,5,707
2,Role Playing,4.3,1000000,92,2874,9,337022,5955,3669,823,3,4,,,673
2,Puzzle,3.9,10000,51,607,5111,75280,763,183,69,,2,2,10,264
2,Music & Audio,4,10000,92,4092,9,441834,8364,5866,1315,1,4,2,3,701
2,Media & Video,4.1,1000,50,1577,6,183910,2371,1063,363,,2,2,5,480
2,Casual,4.5,1000000,100,3562,22,276979,5314,2948,529,1,3,2,,694
2,Education,4.2,1000,51,249,6,21980,347,150,58,1,1,2,,44
2,Entertainment,4.5,1000,100,1394,12,169168,2130,1119,314,4,1,5,3,369
2,Education,4.2,10000,51,212,9,25808,244,148,47,,2,2,2,96
2,Entertainment,3.5,10000,0,11,3,411,7,0,0,,,2,,1
2,Finance,4.4,10000,51,1200,9,159626,,,,1,5,3,,983
2,Trivia,3.7,100000,92,1074,6,131009,,,,,3,2,,379
2,Social,4,50000,50,1856,15,191879,3002,1523,458,,1,2,18,472
2,Weather,4.4,10000,100,332,6,47319,363,61,24,,2,2,13,197
2,Entertainment,4.1,50000,51,0,0,0,1073,518,183,7,,5,14,0
2,Shopping,4.7,1000,51,664,6,68902,871,451,153,1,1,2,,125
2,Finance,4,1000,50,663,6,48673,640,143,43,1,,,,285
2,Lifestyle,4,10000,92,3044,9,350730,,,,,3,2,,498
2,Casual,4.4,500000,92,338,12,36397,340,41,17,1,1,,,148
2,Tools,4.1,1000,92,187,6,22232,,,,,10,2,,59
2,Education,4.2,5000,51,1019,6,92525,1630,410,160,,5,2,,349
2,Tools,4.2,100000,92,348,6,54459,422,111,49,,3,2,,137
2,Education,4.7,10000,51,1634,9,234707,3043,1898,445,2,1,2,,595
2,Puzzle,3.8,50000,51,58,12,14800,120,63,31,,1,2,,108
2,Board,3.8,100000,92,313,12,28494,435,221,92,,5,2,13,381
2,Tools,3.8,10000,51,96,3660,7205,71,8,4,,,,,26
2,Education,4.5,1000000,92,1586,18,226328,1954,667,262,1,3,2,14,639
2,Tools,4,10000,0,5,3,275,,,,,,,,0
2,Entertainment,4,10000,51,28,6,2604,28,6,3,,1,3,11,3
2,Comics,4.1,1000000,51,3271,19,289346,5099,2360,752,2,6,6,14,800
2,Productivity,3.8,50000,92,3807,9,443239,7754,5698,948,,1,5,,667
2,Casino,3.9,100000,51,181,3378,15210,216,69,28,,,2,4,70
2,Music & Audio,4.1,5000,51,1693,12,159339,2268,858,294,2,1,5,21,492
2,Puzzle,4.2,5000,92,485,9,82047,724,119,56,5,,,,311
2,Business,4.1,1000,51,166,6,19912,242,66,21,1,,3,3,86
2,News & Magazines,3.6,1000,51,1991,15,244997,4364,2995,548,1,5,2,9,494
2,Puzzle,3.9,10000,51,82,3,8153,,,,,1,2,,40
2,Action,4,100000,92,2877,9,327531,5994,4615,660,,1,2,,433
2,Racing,4.2,5000000,50,5119,9,519117,,,,,8,2,,1419
2,Media & Video,3.3,100000,0,43,6,3662,28,6,3,1,1,2,,8
2,Tools,3.4,1000,51,111,3,12114,176,49,22,,,2,,45
2,Media & Video,4.5,5000,50,1578,6,183933,2370,1062,361,,2,2,4,480
2,Music & Audio,4.1,10000,51,777,9,74802,1279,652,193,,5,2,12,171
2,Media & Video,4.8,5000,51,1317,15,285374,3748,1753,414,,11,2,2,1232
2,Productivity,4.3,10000,0,993,3,58448,,,,,,2,,77
2,Arcade,4.1,50000,51,1910,15,179391,3022,1354,463,4,3,4,2,478
2,Business,4.4,1000,0,45,6,3851,,,,,,2,,14
2,Puzzle,4.6,1000,92,242,6,45432,271,71,32,,2,2,8,96
2,Tools,4.3,10000,51,117,3,12224,171,47,21,1,,2,,45
2,Entertainment,4.2,50000,51,0,0,0,794,113,46,8,,5,4,0
2,Personalization,4.6,100000,51,61,6,4203,77,24,9,,,3,16,19
2,Tools,3.4,5000,95,613,6,75512,790,356,128,9,,2,15,144
2,Transportation,3.2,10000,51,112,12,12775,164,32,15,,1,2,11,29
2,Productivity,4.5,10000,92,798,6,97842,1129,662,152,,1,2,49,149
2,Entertainment,4.1,10000,100,1850,12,221518,2914,1105,428,1,7,2,3,496
2,Education,4.1,100000,51,2655,18,268113,4007,1423,566,8,3,,,764
2,Personalization,3.8,1000,51,6,3,537,16,0,0,1,,2,,1
2,Education,4.2,1000,51,170,9,15608,205,76,14,,2,2,12,58
2,Entertainment,3.9,10000,51,185,6,16040,174,32,14,,1,2,3,58
2,Puzzle,4,10000,92,1648,6,207111,3476,2432,401,,3,2,1,311
2,Books & Reference,3.5,1000,100,729,9,97725,,,,1,3,2,,236
2,Education,4,10000,92,252,9,45573,322,67,29,1,2,2,11,83
2,Casual,3.9,500000,92,1180,9,121448,1418,626,214,,2,2,,213
2,Books & Reference,3.9,100000,51,513,6,46272,619,281,102,,1,2,,115
2,Finance,3.3,1000000,51,381,9,29182,511,195,74,,1,6,7,93
2,Puzzle,3.5,50000,92,496,132156,46798,654,275,60,1,9,,,652
2,Personalization,4.4,10000,51,347,9,21100,,,,,,3,,66
2,Sports,3.6,10000,51,61,5117,6021,59,0,0,,,2,3,20
2,Tools,3.7,50000,92,274,6,48951,341,136,31,1,1,2,9,148
2,Books & Reference,4.5,100000,92,723,6,85154,976,300,124,,2,,,193
2,Education,3.2,10000,50,36,6,3586,22,16,6,2,2,2,4,12
2,Strategy,3.6,1000,51,1152,12,118886,1602,754,299,,9,2,3,400
2,Books & Reference,4,1000,51,503,6,41483,555,174,77,,1,2,10,136
2,Lifestyle,3.4,10000,51,587,17,90157,706,227,90,6,2,2,4,210
2,Finance,4.4,10000,92,1208,3,122356,1686,466,184,,2,2,2,294
2,Sports,4,1000000,92,6941,16,692672,12423,7452,1737,,7,,,1646
2,Business,4.1,1000,51,11,3,383,6,2,1,2,,2,,0
2,Communication,4.8,5000,51,191,6,22802,,,,2,,2,,154
2,Card,4.1,1000,0,7,3,161,1,0,0,,1,2,,0
2,Communication,4.5,1000000,95,1616,6,135379,2055,619,191,5,,4,6,415
2,Personalization,3.9,100000,92,1901,6,234423,4198,3153,490,3,2,2,8,344
2,Education,3.5,10000,51,509,12,58577,665,258,102,,9,2,7,217
2,Books & Reference,4.6,5000,,246,6,23384,1119,340,114,,2,,2,72
2,Communication,4.1,10000,50,447,9,64638,514,104,45,1,4,2,13,148
2,Entertainment,3.4,100000,92,3238,6,367981,,,,2,4,2,,539
2,Personalization,3.9,10000,0,12,6,267,,,,,,2,,1
2,Entertainment,4.2,50000,92,209,489,20152,236,86,25,,3,2,,1090
2,Travel & Local,4.3,1000,100,1304,6,177850,,,,1,3,2,,209
2,Productivity,4.4,100000,0,48,3,2101,41,11,4,,,2,16,13
2,Racing,4.3,10000000,92,4597,9,484047,8518,5745,1097,1,4,2,,761
2,Casual,3.6,100000,92,369,6,35041,,,,,6,2,,122
2,Entertainment,3.4,100000,51,646,5126,57969,804,185,84,,2,6,,217
2,Productivity,3.8,100000,50,1802,534,170531,2414,756,263,36,1,,,2653
2,Finance,4.3,1000,50,161,9,15111,211,41,17,1,2,,,43
2,Social,4.7,10000,50,2137,6,214707,,,,,7,2,,343
2,Communication,3.9,10000,0,54,6,5861,108,37,13,1,,2,9,6
2,Communication,4.2,100000,51,574,9,55713,769,286,117,,2,2,14,160
2,Entertainment,3.9,1000,50,377,6,36863,529,234,98,,3,5,,66
2,Shopping,3.7,1000,50,1998,6622,279037,4284,3110,527,6,1,2,,479
2,Education,3.7,10000,0,1113,12,114182,1556,702,281,,8,2,9,348
2,Puzzle,3.9,5000,51,1252,12,154699,,,,,4,2,,348
2,Tools,3.7,5000,51,374,3,27682,392,67,29,,4,3,3,121
2,Sports,4.6,100000,92,2981,12,402278,6255,4384,834,2,4,2,16,722
2,Health & Fitness,3.9,100000,100,1851,41335,231679,2493,927,351,3,3,2,3,590
2,Books & Reference,4.6,100000,51,248,3354,23624,404,145,61,1,,4,8,55
2,Tools,3.8,10000,50,133,5117,13426,180,45,16,2,1,2,,51
2,Arcade,3.8,10000,92,236,9,23779,389,105,49,,9,2,3,64
2,Productivity,4.4,10000000,50,4279,15,514542,9237,5174,1127,3,3,5,24,1147
2,Entertainment,3.9,10000,92,36,6,2613,12,4,2,3,,2,14,1
2,Weather,4.6,10000,92,4255,18,478260,8221,5835,1081,,2,,1,761
2,News & Magazines,4.6,1000,50,2131,12,203668,3021,1269,343,1,9,2,18,463
2,Education,3.3,100000,51,2125,9,196881,2097,1270,318,2,1,2,3,789
2,Personalization,4.5,5000,92,1778,9,260504,3165,1871,483,,3,2,17,598
2,Puzzle,4.4,5000000,100,1476,9,174487,2337,826,320,1,2,3,10,490
2,Personalization,4.1,10000,0,6,3,326,,,,,1,2,,2
2,Tools,4,5000,92,541,6,70401,,,,1,,2,,132
2,Entertainment,4.3,1000,51,446,9,54491,,,,4,2,2,,199
2,Communication,4.2,10000,51,44,3,4205,63,14,7,,,3,8,12
2,Role Playing,4.5,5000000,100,6,3,812,22,4,2,7,,5,5,1
2,Music & Audio,4.7,1000,50,291,12,29401,418,170,40,1,1,2,3,59
2,Tools,4.4,100000,51,6765,22,645366,,,,4,3,5,,1944
2,Books & Reference,4.1,5000,92,533,6,70315,655,264,110,,1,,,134
2,Lifestyle,3.6,1000,0,21,3,1144,24,4,2,,,,,1
2,Productivity,3.9,1000,51,31,3,2274,24,2,1,,,2,35,8
2,Personalization,3.9,1000,51,99,3,10971,,,,1,,2,,7
2,Music & Audio,3.8,1000,100,4649,12,559339,8967,5428,1181,,3,,,1213
2,Photography,3.8,10000,51,28,3,1567,28,0,0,3,1,2,,3
2,Entertainment,3.5,10000,92,867,6,97095,,,,1,3,2,,227
2,Personalization,4,5000,0,14,3,2632,4,0,0,,2,2,,1
2,Productivity,4.2,5000,50,548,3660,42233,,,,4,,2,,161
2,Travel & Local,3.2,1000,51,23,3,1300,10,0,0,,,2,2,3
2,Travel & Local,4.2,50000,92,1187,6,144378,1545,612,247,,5,3,4,249
2,Communication,4.2,1000,52,173,6,15427,308,170,51,12,,,,68
2,Books & Reference,4.7,10000,51,270,3,27051,392,141,56,4,1,4,11,82
2,Tools,4.1,100000,51,65,3,7090,76,2,1,,1,4,2,33
2,Tools,4,10000,51,70,6,5355,73,29,10,,1,2,17,24
2,Music & Audio,4.2,100000,92,1548,15,134324,,,,2,2,2,,292
2,Action,3.9,5000000,51,2026,6,235109,4464,2231,743,,4,2,,586
2,Music & Audio,3.9,500000,51,1941,15,192868,,,,2,1,4,,528
2,Tools,4.3,10000,0,91,3,8111,25,14,6,,,2,,9
2,Tools,4.2,500000,92,1351,9,158075,1938,736,290,1,3,2,3,391
2,Lifestyle,4.4,1000,51,5761,15,588867,10951,6236,1627,1,3,2,3,1613
2,Communication,4.3,10000000,52,4331,12,605293,2640,1241,430,5,5,6,6,2102
2,Business,4.2,10000000,92,4249,12,431743,6528,2872,928,13,,12,3,994
2,Communication,3.9,50000,50,432,6,57357,776,255,110,2,3,6,,198
2,Finance,4,5000,92,1482,6,232831,2679,1538,371,4,2,,,563
2,Puzzle,4.2,5000000,51,978,6,123606,2376,1151,377,1,4,2,3,315
2,Casual,4.4,5000,92,2474,6,290591,,,,,4,2,,466
2,Entertainment,4.2,10000,51,51,3,4403,,,,2,,2,,4
2,Education,4.3,50000,100,2553,15,255009,3221,1212,487,,2,,,645
2,Education,3.9,500000,92,1291,6,175213,3408,2652,369,,1,3,4,134
2,Health & Fitness,3.5,5000,50,595,9,62585,,,,5,2,3,,232
2,Music & Audio,4.4,100000,51,851,6,82526,1222,475,193,2,2,7,5,210
2,Card,3.5,100000,51,44,3,5197,71,10,5,,,2,,10
2,Action,3.9,10000,51,106,99154,36770,283,47,21,2,2,2,2,341
2,Sports,4.1,50000,92,3158,12,384070,6876,4329,878,,6,2,11,723
2,Productivity,4.6,10000,51,1330,12,146261,2127,1100,371,1,3,5,,452
2,Music & Audio,4,1000000,51,1349,6,120757,1847,984,319,2,1,3,,243
2,Education,4.1,100000,51,164,9,13959,151,32,14,,1,2,2,56
2,Finance,4.2,1000,50,55,3,3071,71,24,12,,,2,,7
2,Casual,4.2,10000,100,2156,18,172756,,,,1,4,2,,629
2,Music & Audio,4.5,5000,50,675,9,61881,860,291,118,1,1,5,12,224
2,Books & Reference,4.6,10000,51,432,15,47321,955,395,141,,5,2,17,122
2,Books & Reference,4.1,50000,92,648,6,98386,808,304,127,,4,2,,165
2,Casino,4.1,10000,0,71,6,5938,113,36,16,,1,2,23,20
2,Strategy,4.1,100000,51,1780,6,202420,2884,1855,339,,1,4,2,333
2,Lifestyle,4.4,5000,50,2962,12,270209,4710,1866,616,3,4,4,,1285
2,Racing,3.1,10000,51,330,6,30045,,,,1,1,2,,55
2,Business,4.2,1000,51,1668,12,176244,2685,1154,433,2,1,5,3,446
2,Tools,4.3,100000,50,388,6,34156,,,,2,,2,,46
2,News & Magazines,3.9,1000,50,1692,12,171609,2230,748,288,2,1,3,,654
2,Tools,4.4,100000,50,1979,6,234338,4425,2887,566,54,,2,,431
2,Tools,4.2,100000,51,70,6,5304,73,29,10,,1,2,3,24
2,Puzzle,4.9,5000,92,4164,9,454428,7759,4867,1072,,4,2,,932
2,Personalization,3.8,100000,51,491,9,49046,609,242,100,2,2,4,5,90
2,Personalization,3.9,10000,51,209,6,17861,260,48,18,6,1,2,,62
2,Racing,4,100000,92,1554,9,196630,,,,,2,2,,154
2,Productivity,3.9,10000000,50,4795,21,575220,,,,19,,7,,2105
2,Personalization,4.3,5000,0,16,3,1863,4,0,0,,,,4,1
2,Tools,3.8,50000,0,13,6,321,314,194,55,,,,,0
2,News & Magazines,3.4,5000,92,613,6,76486,866,383,145,,1,2,3,167
2,Board,4.4,10000,92,1863,303219,159256,2637,1249,237,,3,2,,297
2,Education,4.3,5000,51,205,6,18009,251,68,31,,1,2,15,79
2,Music & Audio,4.3,5000,92,607,6,70232,764,165,61,,1,2,1,192
2,Tools,4.5,50000000,91,2844,488911,280441,3760,1317,382,2,3,,4,845
2,Media & Video,4.2,10000,51,1679,18,248623,1978,968,316,1,3,5,8,332
2,Education,4,1000,92,178,6,19976,,,,,9,2,,56
2,Education,5,1000,92,225,9,19941,243,57,20,2,2,2,5,65
2,Personalization,3.6,10000,0,7,3,148,,,,,,,,0
2,Communication,3.7,1000,50,40,3,2331,33,2,1,,,3,,11
2,Communication,3,5000,51,66,3,7662,113,34,16,,,,,17
2,Travel & Local,3,1000,50,111,6,12330,181,51,23,,,2,10,47
2,Music & Audio,3.6,50000,92,174,6,25421,,,,,2,2,,107
2,Entertainment,4.5,10000,100,559,6,49287,,,,1,5,2,,218
2,Photography,4.3,5000000,51,4552,30,395342,,,,1,2,5,,1226
2,Music & Audio,4,1000,51,105,6,9866,132,43,18,3,1,4,11,31
2,Tools,4.2,10000,100,4545,20,555093,8775,5702,1182,3,3,2,3,1128
