Group,Genre,UserRating,LowerDownloads,FuzzyRisk,JavaFiles,DefectCount,LOC,SourceFragment,CloneFragment,CloneGroup,OPrivCount,UPrivCount,IntentsCount,PermissionCount,Jlint
2,Productivity,4.4,10000000,51,2636,8270,283249,2454,906,333,4,2,9,14,1166
2,Education,3.7,5000,51,448,9,44843,702,334,144,,2,2,2,105
2,Puzzle,3.6,10000,92,1576,6,224880,3468,2415,412,,3,2,1,311
2,Tools,4.2,50000,0,17,3,832,11,0,0,1,,,,6
2,Personalization,4.6,10000,51,61,6,4147,77,24,9,,,3,3,19
2,Tools,4.2,10000,51,727,6,52839,,,,2,,2,,138
2,Medical,3.6,10000,51,810,6,150061,,,,,5,2,,433
2,Tools,4.2,1000,0,72,12447,9373,,,,2,,2,,34
2,Books & Reference,4.4,10000,51,328,6,30604,450,215,90,1,1,2,6,54
2,Personalization,5,1000,51,89,3466,6552,96,9,4,,,2,2,40
2,Education,3.4,1000,0,23,3,3201,15,6,3,,,2,8,9
2,Lifestyle,3.1,5000,51,1305,12,135434,2209,885,316,2,2,2,,347
2,Education,4.1,5000,51,167,3,13661,176,43,19,,,2,1,42
2,Productivity,4.2,500000,51,2427,12,204080,,,,2,1,4,,598
2,Puzzle,4.3,1000,92,945,6,93780,,,,1,4,2,,323
2,Personalization,4.2,100000,0,48,3,3546,,,,,1,2,,14
2,Productivity,4.2,10000,51,148,3,17305,293,62,27,3,,2,,32
2,Health & Fitness,4.2,100000,51,2850,18,274430,3794,1256,405,1,2,9,,865
2,Media & Video,3.5,5000,92,3343,18,294517,3906,1541,494,1,9,2,7,941
2,Books & Reference,4.4,1000,0,442,9,41702,573,295,117,,4,2,4,79
2,Personalization,4.2,500000,50,1661,15,152298,2430,613,239,12,,,,541
2,Education,3.6,10000,50,547,9,36044,651,579,45,4,,4,6,48
2,Music & Audio,4,1000000,53,4747,21,529943,7354,2958,941,8,1,,,1589
2,Education,4.8,1000,92,768,3,69376,1241,520,113,,1,2,4,155
2,News & Magazines,4.4,1000,92,3132,12,328717,6598,4501,921,3,2,2,18,468
2,Sports,4.4,50000,92,1137,9,103896,1425,317,121,,3,2,7,306
2,Tools,4,50000,51,71,3,7298,87,6,3,1,2,2,5,32
2,Lifestyle,4.4,10000,0,4,3,83,279,61,25,,,,,0
2,Education,4.4,100000,0,657,6,60780,906,500,193,,4,2,,99
2,Education,4.7,1000,0,753,6,80722,1011,433,174,,4,3,3,162
2,Health & Fitness,4,100000,51,187,6,16078,189,34,15,,1,4,11,61
2,Education,4,1000,51,369,6,13510,300,289,14,1,,2,2,0
2,Personalization,3.9,5000,0,14,3,2416,4,0,0,,2,2,10,1
2,Education,4.1,50000,50,459,6,53965,827,334,109,,1,2,3,134
2,Puzzle,3.3,10000,51,69,5098,7134,81,9,3,,,2,15,27
2,Entertainment,4.3,100000,51,191,3354,15861,220,68,27,,1,2,4,42
2,Casual,3.3,10000,92,709,24,73927,1144,472,187,,1,2,1,678
2,Entertainment,4,1000,51,126,3,11231,123,33,15,,1,,,28
2,Travel & Local,3.9,1000,50,666,6,77508,878,352,137,1,1,4,7,181
2,Puzzle,4.3,5000,51,411,9,53850,613,131,55,1,5,2,,206
2,Entertainment,4,100000,92,209,453,20152,,,,,3,2,,1090
2,Casual,4,100000,92,963,9,93589,1376,559,157,,10,,,154
2,Personalization,4,1000000,0,140,6,8758,,,,,,2,,32
2,Sports,4.8,5000,92,3343,18,294517,3906,1544,504,1,9,2,1,941
2,Books & Reference,4.2,100000,51,388,12,79379,820,166,65,1,3,2,,321
2,Finance,3.8,100000,100,5927,15,1170127,6828,4631,1062,2,6,5,8,77132
2,Personalization,4.1,10000,0,9,3,641,87,55,21,,,,22,0
2,Entertainment,3.9,50000,51,644,9,69409,1012,485,198,1,1,3,,156
2,Tools,4.7,10000000,,2079,6,210627,4,0,0,,3,,7,730
2,Board,4.5,5000000,92,4420,9,495889,,,,1,6,2,,928
2,Education,4.4,10000,92,2912,6,339146,5510,3716,686,,3,2,8,588
2,Travel & Local,4.3,1000000,51,1456,12,165668,2445,1128,391,4,2,,,445
2,Health & Fitness,4.7,1000,50,185,6,21499,406,140,63,1,2,2,,89
2,Tools,4.2,1000,0,73,3,6931,,,,,,2,,54
2,Social,4,1000000,100,2749,9,256745,3892,1076,366,2,,5,4,951
2,Card,4.4,50000,51,73,6,38820,,,,,1,2,,25
2,Action,4.6,5000000,50,2566,6,263836,3818,1446,527,1,1,2,4,919
2,Tools,4.1,50000,50,464,6,41524,540,226,94,1,,2,,107
2,Travel & Local,4.6,1000000,100,2852,12,333282,,,,1,2,2,,553
2,Entertainment,4.2,100000,51,283,9,49026,,,,1,,5,,103
2,Arcade,4.1,1000000,51,2189,12,231105,,,,,6,2,,815
2,Music & Audio,4.2,100000,50,2400,12,270287,4478,2645,640,,3,2,7,678
2,Social,4.5,10000,51,519,6,46027,632,197,80,2,3,2,6,129
2,Tools,4.3,10000,51,270,9,36332,350,102,42,,4,2,4,70
2,Personalization,4.2,10000,0,85,3,5789,132,17,8,1,2,3,26,24
2,Puzzle,4,5000,51,273,6,28988,397,125,56,3,2,2,,68
2,Productivity,4.5,5000000,53,7032,31,661422,11923,6980,1867,5,2,7,1,1761
2,Social,4.8,1000,92,868,6,88776,,,,1,1,2,,297
2,Books & Reference,4.8,50000,51,971,10,90323,1368,454,174,,,6,6,405
2,Finance,3.7,10000,51,72,3,9699,114,35,16,,,2,4,18
2,Comics,4.1,1000,51,47,6,3140,79,29,9,,,,,13
2,Action,4,100000,92,2131,12,225892,3356,1476,459,,6,,,677
2,Entertainment,4.2,100000,100,2641,21,298631,,,,1,4,2,,605
2,Productivity,4.4,1000000,0,1148,9,129257,1287,288,120,6,4,5,,573
2,Media & Video,3.8,10000,51,1868,12,197433,,,,,,2,,1089
2,Education,3.8,100000,92,111,3,10896,177,54,25,,4,2,,63
2,Racing,4.1,10000000,100,4595,6,484845,8421,4847,1132,,6,2,,1137
2,Finance,3.8,1000,0,23,3,2252,27,8,4,,,2,,10
2,News & Magazines,3.5,1000,50,1692,12,171609,2230,754,290,2,1,3,,654
2,Entertainment,3.8,1000000,51,94,5111,11381,118,10,5,,2,2,5,37
2,Music & Audio,4.5,1000,50,783,6,84330,1136,496,190,1,3,5,1,162
2,Sports,3.9,1000,51,13,3,540,14,9,4,,,3,,0
2,Media & Video,4.5,1000,92,3343,18,294517,3906,1551,505,1,9,2,3,941
2,Music & Audio,4.8,10000,91,4964,15,523262,,,,4,3,2,,910
2,Puzzle,4.5,10000000,92,4980,16,571937,,,,1,7,2,,1461
2,Puzzle,3.3,1000,100,11,3,1444,,,,4,,2,,0
2,Music & Audio,3.7,10000,92,552,6,71235,705,280,116,,1,2,6,146
2,Productivity,3.7,10000,51,35,3,4344,55,2,1,2,,2,2,14
2,Entertainment,4.6,100000,51,79,3,5254,91,43,17,3,1,2,16,16
2,Card,4.1,10000,92,919,12,107494,,,,2,2,2,,240
2,News & Magazines,4,10000,92,449,6,63894,554,174,71,1,1,2,5,129
2,Productivity,4.4,50000,51,181,3354,14954,204,65,26,,,2,32,41
2,Business,4.9,1000,51,363,6,35279,489,89,41,,7,,,141
2,Finance,4.5,1000,50,1780,6,222352,4235,2703,525,2,1,2,,330
2,Simulation,3.9,10000,51,381,9,35283,,,,,5,2,,119
2,Sports,4.3,10000,51,357,6,32802,390,89,37,1,1,2,2,82
2,Card,3.9,5000,51,13,3,442,9,6,3,,,2,,0
2,Role Playing,4.1,1000,91,1001,6,116285,,,,3,1,2,,389
2,Social,4.1,5000,51,112,6,12084,177,47,21,,,3,7,46
2,Productivity,4.3,10000,51,158,6,18448,272,64,24,1,,,11,78
2,Sports,4,1000,0,50,6,4007,45,2,1,,,2,1,7
2,Card,4.5,1000000,50,1096,12,115792,1591,535,223,2,2,,,324
2,Tools,3.5,100000,50,2294,9,331663,5452,3774,673,11,3,2,14,701
2,Sports,3.8,10000,51,186,48751,45832,403,88,35,,,2,,144
2,Comics,4,100000,92,1651,15,144452,,,,,4,2,,475
2,Personalization,3.8,50000,92,2729,9,311076,5805,4342,669,,1,3,,444
2,Lifestyle,4.4,100000,51,423,5098,39620,,,,3,1,6,,123
2,Casual,4.2,10000,100,1048,12,93073,,,,,7,2,,330
2,Music & Audio,3.7,1000,100,1530,15,332455,4066,1888,450,1,9,2,9,1342
2,Education,3.2,100000,51,1326,9,153083,,,,,3,5,,475
2,Travel & Local,4.3,1000,50,588,5123,62395,679,175,70,2,3,3,2,161
2,Music & Audio,4.2,1000,51,105,6,9866,132,43,18,3,1,4,7,31
2,News & Magazines,4,50000,92,1120,9,91543,,,,,,5,,134
2,Entertainment,4.3,1000,51,543,9,55809,880,356,131,1,1,5,,138
2,Books & Reference,4.2,5000,51,703,9,78417,1071,485,191,,1,2,4,155
2,Entertainment,3.6,1000,0,12,3,575,9,2,1,,,,2,2
2,Education,4.2,10000,0,60,3,6206,,,,,2,5,,11
2,Lifestyle,4.5,100000,51,567,9,37584,798,115,48,7,,,,144
2,Health & Fitness,3.8,50000,51,999,21,99647,1815,803,293,,5,2,9,262
2,Books & Reference,4,10000,51,308,6,39771,569,220,76,2,1,2,22,221
2,Productivity,3.9,100000,50,827,12,70374,1011,451,189,3,2,,,191
2,Music & Audio,4.5,100000000,51,3581,15,340675,3794,1493,388,4,3,7,9,1227
2,Strategy,3.6,10000,51,668,36,62496,993,407,172,,4,,,156
2,Business,4,10000,50,1116,276,140628,2170,906,325,3,1,,,1071
2,News & Magazines,3.8,10000,100,1873,12,242293,,,,,2,2,,284
2,Education,3.4,10000,0,9,6,182,398,217,54,,,,,0
2,Education,4,5000,51,167,3,13661,176,45,20,,,2,,42
2,Tools,3.6,5000,0,12,6,503,9,0,0,,,2,,0
2,Entertainment,3.4,1000,51,152,9,20493,181,32,14,,6,,1,55
2,Personalization,3.8,100000,50,938,3685,78343,1151,357,139,2,2,2,2,208
2,Education,4.4,1000,51,2595,15,345153,5095,2671,758,6,3,6,,910
2,Tools,4.2,500000,51,850,6,138718,1464,1129,161,2,1,,2,127
2,Media & Video,4.7,1000,51,1161,9,118202,,,,5,1,2,,343
2,Tools,4.5,1000000,51,623,6,56223,581,169,73,5,,2,8,221
2,Education,3.9,500000,51,190,5111,21625,264,67,30,,,3,5,74
2,Action,3.2,10000,92,918,9,107890,1202,442,189,,6,2,,282
2,Card,4.1,10000,92,258,3,45133,,,,,1,2,,119
2,Tools,4.1,1000000,0,225,6,15816,,,,,1,9,,68
2,Casual,3.7,500000,92,407,9,61641,,,,,6,2,,138
2,Personalization,4.7,5000,92,1882,9,272116,3346,1912,497,,3,2,5,611
2,Travel & Local,3.5,10000,50,11,6,663,10,7,1,24,,3,11,3
2,Sports,3.6,10000,51,726,6,86222,985,358,137,1,1,2,60,222
2,Personalization,4.4,1000,0,9,3,2690,3555,1652,605,,2,2,6,0
2,Transportation,3.9,10000,50,1128,9,129631,2302,1076,283,1,3,,,317
2,Lifestyle,4.3,1000,50,1137,12,121109,1781,856,304,1,2,5,,273
2,Productivity,4.3,5000,51,610,15,61732,734,318,128,2,1,2,2,222
2,Education,3.9,10000,92,222,3,41939,,,,,1,2,,85
2,Health & Fitness,3.7,5000,51,75,3,7893,119,37,16,,,2,,18
2,Arcade,3.6,100000,51,1910,12,223044,4070,2747,533,,6,2,,433
2,Entertainment,3,50000,51,1006,12,83031,1231,260,94,,2,2,,240
2,Music & Audio,4.3,10000,51,1179,41338,111125,1598,592,232,,6,2,2,343
2,Entertainment,4,100000,50,576,9,62164,480,58,25,,2,3,10,171
2,Action,4.4,5000000,92,2028,12,236928,3896,2420,483,4,4,5,2,554
2,Health & Fitness,4.1,100000,51,352,6,32995,528,244,103,4,1,5,,62
2,Tools,4.1,1000000,100,2224,191048,301506,4701,3379,543,19,,6,,371
2,Sports,4.3,10000,51,138,6,18262,,,,1,4,2,,68
2,Finance,4.3,1000,50,3219,12,311444,3831,1413,442,,3,2,12,881
2,Personalization,4.6,10000,50,58,3,4104,78,22,8,25,,3,25,19
2,Sports,5,1000,92,2543,6,349024,5791,4362,728,,3,3,34,512
2,Lifestyle,3.8,10000,51,89,3466,6553,96,7,3,,,2,4,40
2,Travel & Local,3.8,10000,100,56,6,4013,26,10,4,7,,2,4,7
2,Media & Video,4.3,5000000,92,3433,12,399353,6448,4082,816,1,2,4,2,728
2,Entertainment,4.2,10000,51,2306,21,292428,3894,2365,548,8,2,2,35,912
2,Entertainment,4.1,1000,51,184,3360,15146,205,65,26,,,2,2,45
2,Communication,4.1,50000,0,50,3,4259,64,22,9,3,2,2,,13
2,Lifestyle,4.3,1000,0,939,9,102326,,,,,3,2,,204
2,Social,4.2,50000,92,1602,6,248445,,,,,2,2,,568
2,Casual,4.2,10000,0,12,3,588,9,0,0,,,,,0
2,Education,4.6,50000,92,168,6,18841,351,86,40,,8,2,3,50
2,Action,4.3,1000000,51,1133,12,117903,1618,641,239,,2,2,,329
2,Tools,3.5,10000,50,646,6,77024,1014,312,127,3,1,5,,278
2,Communication,4.2,1000000,0,37,3,3286,24,6,3,3,1,2,2,5
2,Arcade,3.7,50000,0,27,3,1958,28,6,3,,,,,8
2,Productivity,4.1,1000000,50,2010,3390,162156,2378,775,267,1,3,2,5,413
2,Adventure,4.4,1000,92,2971,18,298107,3364,1169,422,1,9,2,2,868
2,Lifestyle,3.7,1000,51,15,3,958,23,2,1,,,2,,1
2,News & Magazines,4.3,10000,50,2776,24,312147,,,,,4,2,,887
2,Casual,3.6,100000,92,1218,6,196795,2291,1436,329,1,2,2,2,444
2,Card,4.3,10000000,0,42,3,6340,139,44,18,,,2,2,16
2,Casual,4.1,100000,100,4112,21,458657,,,,1,2,5,,812
2,Personalization,4.2,10000,0,22,3,2267,73,30,12,,,2,,4
2,Entertainment,3.9,5000000,51,509,3,43552,629,94,34,,3,5,,191
2,Education,4.2,5000,51,944,6,79663,1172,503,179,,4,,,196
2,Racing,4,100000,92,1510,12,151504,1940,846,306,1,2,2,6,437
2,Trivia,3.9,1000,51,198,3,22164,209,64,21,,1,2,12,61
2,Tools,4.3,1000000,92,298,9,51998,297,87,40,1,1,,,101
2,Puzzle,3.9,100000,92,796,6,75073,997,209,86,,5,2,2,238
2,News & Magazines,3.6,10000,51,4631,15,444415,7310,4037,1323,1,4,2,9,1114
2,Casual,3.8,10000000,51,979,6,103356,,,,3,5,3,,351
2,Education,3.9,50000,92,287,9,49500,394,88,39,,1,2,15,109
2,Personalization,4.2,10000,51,74,5114,8161,108,20,10,,,,2,23
2,Books & Reference,4.7,5000,51,118,3,13053,250,111,43,5,,4,5,23
2,Music & Audio,4.4,100000000,100,4391,37964,446424,6120,2429,852,1,5,,2,1225
2,Arcade,3.9,5000000,92,1271,9,173515,3337,2409,353,1,2,2,9,235
2,Casual,3.3,50000,50,11,3,1444,1,0,0,,,2,7,0
2,Media & Video,4.1,10000,51,311,6,27461,,,,2,2,2,,49
2,Entertainment,4.1,50000,51,0,0,0,41,26,13,7,,5,16,0
2,Entertainment,3.9,1000000,51,103,5111,12145,108,10,5,,2,2,3,37
2,Music & Audio,3.8,100000,100,258,9,44261,298,69,28,3,1,,,107
2,Personalization,4.3,1000,92,1901,6,234423,,,,3,2,2,,344
2,Trivia,4.4,10000000,92,5930,18,658941,10492,6104,1448,1,3,2,12,1613
2,Arcade,3.9,10000,51,1927,9,184363,3039,1272,487,,3,,,460
2,Entertainment,3.9,10000,51,33,6,1828,42,8,4,1,,3,13,6
2,Arcade,3.7,10000,51,2919,9,272925,4428,1972,681,,3,3,1,857
2,Travel & Local,4.5,1000,50,1141,19,99601,,,,,1,2,,307
2,Tools,4.4,50000000,88,4670,9,561266,8957,5532,1105,5,4,4,,1174
2,Arcade,4,10000,92,808,12,84101,1181,410,154,3,2,2,2,273
2,Lifestyle,4.1,10000,51,21,6,1248,17,2,1,2,,2,3,1
2,Sports,3.5,1000,51,13,3,540,14,9,4,,,3,,0
2,Sports,4.4,10000000,92,5182,18,443909,6747,3194,751,1,2,,,1293
2,Productivity,3.6,1000,0,26,6,1252,,,,,2,2,,0
2,Adventure,4.3,10000000,51,647,6,59908,903,270,113,2,2,2,6,267
2,Entertainment,3.2,10000,51,96,3,10686,172,76,19,,,5,7,27
2,Racing,3.2,5000,51,586,9,54466,,,,,2,2,,115
2,Card,3.9,10000,92,2789,12,319356,,,,1,4,2,,563
2,Personalization,3.5,100000,51,634,6,64303,1095,457,145,,4,,,179
2,Education,3.2,1000,51,741,6,83023,1060,477,190,,3,2,,156
2,Books & Reference,4.6,1000,92,1155,6,143384,2911,2168,298,1,,2,2,140
2,Personalization,4.4,500000,50,3845,24,398378,,,,1,3,6,,1058
2,Personalization,4,10000,92,2338,9,274755,,,,3,1,2,,348
2,Personalization,4.3,10000,0,32,3,2747,27,13,6,,,2,2,16
2,Weather,4.2,1000,51,346,6,31928,493,244,103,,2,2,,102
2,Puzzle,4.4,1000,92,541,12,72084,,,,,1,2,,139
2,Racing,3.9,100000,51,796,3685,61389,1010,422,135,1,3,2,,116
2,Arcade,3,10000,0,8,3,783,3,0,0,,,2,4,1
2,Entertainment,4.5,1000,51,106,9,8758,106,12,5,,1,,,34
2,Social,3.7,5000,50,1848,3360,165428,2876,1194,394,1,3,3,,372
2,Music & Audio,3.9,100000,100,1162,15,136123,685,260,105,5,3,2,,544
2,Educational,4,5000,51,2640,9,243416,3975,1719,599,,4,,,722
2,Finance,3.9,100000,51,578,9,65955,,,,,6,2,,184
2,Social,4,100000,51,510,6,47504,,,,1,1,2,,115
2,Card,4,10000,50,2291,9,232336,3248,1409,463,2,2,2,,633
2,Communication,4.3,10000000,53,3902,18,396355,,,,6,,6,,1071
2,Media & Video,4.2,10000,51,765,9,80557,1163,466,186,2,1,2,2,162
2,Communication,4.5,1000,51,61,3,5385,114,16,7,1,1,6,8,22
2,Photography,4.3,10000000,51,336,12,58705,509,62,28,,1,5,,156
2,Social,4.9,50000,50,96,3,7444,118,21,10,3,,2,,14
2,Transportation,3.4,10000,50,269,9,40532,469,185,58,1,1,4,3,66
2,Puzzle,3.7,10000,51,586,9,26221,,,,2,1,2,,69
2,Personalization,4.1,5000,92,700,6,95327,891,314,131,,6,2,2,195
2,Family,4,1000000,50,445,9,38947,626,240,95,,1,,,132
2,Music,4.6,10000,92,1973,9,243895,4374,3201,508,,2,5,5,390
2,Arcade,4.3,50000000,92,2763,6,330478,5545,3719,700,1,3,2,3,626
2,Travel & Local,3.9,1000,50,2148,15,209677,3020,1117,376,2,3,,,455
2,Casual,3.6,500000,51,164,6,25089,201,28,12,1,4,2,4,56
2,Entertainment,3.3,5000,51,483,6,43348,587,238,99,,1,2,6,115
2,Education,4.8,1000,51,1017,6,83029,1233,574,175,,3,24,,208
2,Puzzle,4,100000,92,341,3,60942,472,141,59,,4,2,4,132
2,Business,4.2,1000,51,384,3,28905,412,72,32,,5,3,14,126
2,Tools,3.8,1000000,51,90,5098,8285,104,19,8,1,1,2,16,27
2,Business,4.4,10000,50,1368,6,132731,1766,736,284,6,1,,,277
2,Books & Reference,3.6,10000,51,2820,12,287671,4346,1806,490,,6,6,9,727
2,Media & Video,4.6,10000,92,2044,12,222498,3208,1455,483,,3,2,10,637
2,Education,4.6,50000,0,254,6,14318,287,251,40,,1,,,18
2,Action,4.1,10000,50,1020,2469,114926,1738,799,259,4,4,2,8,349
2,Shopping,4,10000,50,2979,15,286288,4245,1369,478,5,3,5,,830
2,Books & Reference,4.5,1000,51,118,3,13053,,,,5,,4,,23
2,Media & Video,4.6,1000,92,3438,12,393933,6770,4767,787,,1,5,,587
2,Lifestyle,4.2,1000,50,3242,21,383375,,,,1,3,5,,1042
2,Tools,4.1,100000,50,219,6,20689,262,34,16,4,,,,94
2,Communication,4.4,10000000,50,5401,3603,603166,8229,3285,1136,26,1,18,,1643
2,Education,3.9,5000,92,590,9,78582,704,284,119,,2,2,,148
2,Weather,4.4,1000000,50,1085,6,101109,1212,160,66,4,1,,,411
2,Photography,3.9,10000000,92,2753,9,309490,5761,4374,684,,1,2,4,395
2,Photography,4,1000000,51,539,971,50090,652,141,64,,2,6,9,200
2,Puzzle,4.4,10000,51,139,5114,12988,,,,,,2,,54
2,Puzzle,3.2,100000,100,1585,9,186226,2336,859,331,,6,2,,495
2,Travel & Local,4.6,5000,0,8,3,220,1,0,0,,,2,,0
2,Lifestyle,4.3,5000000,91,3285,21,349295,4805,2257,673,3,1,7,2,803
2,Media & Video,4.3,10000,92,1202,9,134343,1716,671,280,,3,5,7,306
2,Tools,4.5,1000,51,19,3,1318,21,0,0,2,,2,1,5
2,Personalization,4.2,10000,0,14,3,2418,4,0,0,,2,2,4,1
2,Music & Audio,4.2,10000,51,382,13,46111,599,252,98,1,1,,,161
2,Finance,4.3,5000,51,108,6,7969,122,47,20,,,3,,5
2,Education,4.3,50000,92,559,6,75764,,,,,1,2,,152
2,Transportation,4.2,10000,95,4342,25,430133,6970,4054,941,,10,5,,818
2,News & Magazines,4.1,1000,51,127,9,17390,193,39,17,4,4,,,61
2,Music & Audio,4.3,1000000,50,1558,9,148022,820,201,68,1,2,2,,614
2,Tools,4,10000,0,12,6,603,10,2,1,,,2,,0
2,Tools,4.2,1000,0,462,6,42834,585,286,121,,4,2,3,75
2,Music & Audio,4.3,5000,92,1558,12,194947,2594,1329,444,2,1,2,4,499
2,Travel & Local,3,5000,51,429,5117,52743,,,,1,,2,,160
2,Books & Reference,4.4,10000,0,20,3,938,20,14,4,,1,2,13,0
2,Puzzle,4.5,1000,92,1511,9,159084,,,,,9,5,,462
2,Education,3.9,10000,92,882,6,92995,1610,864,152,,,4,7,149
2,Simulation,4.6,10000000,51,7742,16,642486,,,,2,1,2,,2327
2,Strategy,3.8,10000,51,638,9,66347,,,,,1,2,,204
2,Casual,4.3,5000,0,46,6,5452,88,33,13,,,2,3,15
2,Puzzle,4.1,1000000,92,1388,18,155190,2076,813,245,,6,,,427
2,Productivity,3.9,5000,50,172,6,23599,,,,,2,2,,100
2,Productivity,4.1,10000,0,820,9,86234,1124,480,192,2,3,4,3,176
2,Media & Video,4.3,1000,92,2971,18,298107,3364,1173,425,1,9,2,6,868
2,Music & Audio,4.3,5000,51,574,9,55602,769,293,119,,2,2,10,160
2,Entertainment,4.5,1000,50,193,9,23505,227,27,12,1,5,2,4,56
2,Books & Reference,4.2,10000,92,983,9,114467,,,,4,2,2,,243
2,Casual,3.7,100000,92,2521,12,296741,5200,3558,650,3,2,2,2,474
2,Lifestyle,4.1,100000,51,505,3663,44648,788,452,99,2,,2,2,91
2,Education,4,50000,100,823,9,106191,1223,362,139,2,2,2,,268
2,Puzzle,4.9,1000,51,211,6,16243,401,129,50,,,,,61
2,Puzzle,4.3,1000,51,2149,9,247362,3636,2122,549,,5,2,9,713
2,Sports,3.8,500000,51,310,6,25585,352,83,33,,1,,,117
2,Health & Fitness,4.4,1000000,92,357,9,40118,332,48,20,2,1,2,4,148
2,Racing,3.9,1000000,100,2838,13,302860,4781,2607,575,1,3,2,,783
2,Tools,4.8,1000000,50,86,6,7562,53,13,6,4,,3,2,16
2,Education,4,1000,0,100,9,29108,271,45,21,,2,2,2,206
2,Productivity,4.4,50000,50,248,6,29953,,,,4,5,2,,116
2,Education,4.2,500000,100,5537,41353,593431,7899,3779,1338,,8,6,5,1691
2,Photography,4.4,5000000,100,1706,12,204162,2271,561,225,2,3,,,563
2,Education,4.5,5000,92,1608,6,206721,3669,2624,443,3,1,2,6,211
2,Tools,4.2,1000,51,68,6,6649,,,,1,,2,,24
2,Media & Video,3.9,1000,100,4381,30,549059,8283,4308,1133,,4,6,2,1195
2,Strategy,4.7,5000000,92,3239,9,397727,6137,3013,1030,,3,2,11,1036
2,Family,4.1,5000,92,852,6,163372,1797,1137,204,,3,2,,398
2,Medical,4.1,10000,51,640,9,63445,858,327,135,1,3,5,,189
2,Education,4,1000,0,429,6,38709,593,270,115,,3,2,14,76
2,Productivity,4.5,500000,51,1034,6,84622,,,,3,5,3,,311
2,Business,4,5000,51,454,6,47881,665,236,93,,3,2,,181
2,Casual,3,5000,51,72,3,8337,86,18,8,,,2,4,16
2,Education,4.2,10000,51,1163,9,116936,1797,787,300,,2,,,261
2,Travel & Local,4.6,100000,50,5378,12,792133,998,209,86,,3,2,4,2999
2,Personalization,4.5,10000,51,185,9,16817,,,,,,2,,37
2,Role Playing,4.1,100000,51,300,12,131628,,,,1,1,5,,123
2,Tools,3.7,10000,51,64,5095,6262,57,0,0,,1,2,,25
2,Personalization,4.1,10000,51,64,3676,6541,,,,,,,,23
2,Business,4.2,1000,50,2122,18,263778,,,,2,6,2,,530
2,Arcade,4.3,50000000,92,3715,6,421776,,,,1,3,2,,695
2,Board,4,1000000,51,1909,19,204751,3204,1286,482,,3,5,5,690
2,Arcade,4.4,1000000,100,2892,9,316778,,,,,5,2,,664
2,Board,4.5,1000000,51,1807,12,215543,3976,2737,520,,6,2,6,438
2,Travel & Local,3.8,1000,50,204,9,21317,248,58,23,1,,2,,117
2,Lifestyle,4.1,1000,92,380,9,75829,,,,3,1,2,,339
2,Educational,3.8,100000,100,2184,12,268215,3933,1408,551,,5,2,,895
2,Personalization,4.5,5000000,51,213,26541,15776,217,36,14,,1,2,,41
2,Tools,4.1,1000,50,159,3399,9853,,,,6,,2,,40
2,Personalization,4.6,10000,0,12,3,572,6,4,2,,1,2,,2
2,Tools,4.4,500000000,50,552,9,41475,981,365,128,2,,4,9,130
