Group,Genre,UserRating,LowerDownloads,FuzzyRisk,JavaFiles,DefectCount,LOC,SourceFragment,CloneFragment,CloneGroup,OPrivCount,UPrivCount,IntentsCount,PermissionCount
2,Productivity,3.1,50000,51,1228,15,157357,2291,1054,372,,4,2,14
2,Music & Audio,3.8,1000,50,304,12,29042,,,,1,1,2,
2,Tools,4.5,5000000,0,350,6,33605,,,,,2,3,
2,Casual,3.8,100000,51,2755,12,272400,4156,1914,641,,4,,5
2,Adventure,3.7,50000,92,1319,9,182106,3273,2343,377,1,6,2,12
2,News & Magazines,4,500000,51,787,9,93286,1305,515,189,,2,3,13
2,Music & Audio,4.2,100000,51,761,6,101810,1347,481,184,3,1,2,8
2,Sports,4.4,1000,92,1424,9,136261,,,,,1,2,
2,Casual,4.3,100000,51,114,6,21608,159,40,15,,2,2,3
2,Music & Audio,4.3,50000,0,60,6,3760,65,18,6,1,1,2,4
2,Education,4.3,500000,51,130,3,16897,212,76,28,2,1,3,6
2,Entertainment,3.5,100000,92,2354,9,257301,4834,3428,604,,3,2,
2,Entertainment,3.3,100000,50,303,6,31213,,,,3,,5,
2,Tools,3.7,1000,92,4768,33,591648,9013,4615,1243,,8,6,
2,Finance,3.6,100000,50,3484,80397,310810,,,,13,,2,
2,Board,3.7,1000000,51,544,9,50391,802,185,74,,5,2,5
2,Transportation,4.1,5000,51,210,6,13368,182,80,32,,,2,
2,Casual,3.7,10000,0,1141,9,90416,1494,723,266,,6,2,
2,Personalization,4.5,1000,0,15,6,368,4,4,1,,,2,7
2,Business,4.1,1000,51,557,9,59756,754,144,58,1,7,5,1
2,Health & Fitness,4.5,1000,51,987,6,81996,1180,520,175,,3,17,
2,Transportation,4.5,100000,50,2416,12,268741,4300,2356,573,1,3,2,9
2,Weather,3.6,10000,50,302,6,43278,971,619,116,2,2,2,3
2,Sports,4.4,5000000,100,6243,18,651954,10628,5594,1776,2,3,,
2,Adventure,4,100000,51,1114,12,114239,1556,703,280,1,8,2,33
2,Health & Fitness,3.1,10000,0,46,3,2037,3,0,0,,,2,3
2,Educational,3.7,5000,51,381,9,31306,,,,,3,2,
2,Tools,4.1,1000,51,131,3349,7754,,,,,,2,
2,Personalization,4.3,50000,51,66,3,6599,,,,,,2,
2,Books & Reference,4,1000,51,503,6,41483,555,174,77,,1,2,10
2,Personalization,3.9,10000,92,1195,6,125247,1440,578,218,,3,2,7
2,Lifestyle,4.2,50000,92,2275,9,205775,3119,1326,303,3,1,2,7
2,Lifestyle,3.1,100000,51,69,3,7075,,,,,,2,
2,Music & Audio,4.6,5000000,51,1515,6,149766,640,81,34,4,1,13,16
2,Health & Fitness,4.7,1000,50,229,6,15683,289,121,43,,,2,1
2,Tools,3.7,50000,0,86,6,6700,90,12,5,,,2,5
2,Puzzle,3.8,1000000,100,2968,9,310170,5069,2711,551,1,3,2,13
2,Education,4.2,50000,50,1036,6,116979,1672,805,257,,2,,
2,Productivity,4.4,500000,0,143,3,18870,293,85,39,1,1,3,
2,Business,4.6,1000,51,286,9,30046,403,121,44,5,3,2,
2,Education,4.5,100000,92,4989,12,539205,9310,5887,1189,,6,,
2,Education,4,50000,51,577,9,55680,734,309,131,1,5,2,2
2,Entertainment,4.1,100000,51,0,0,0,,,,8,,5,
2,Comics,4.3,5000,92,706,9,84446,847,385,141,,3,3,4
2,Tools,3.7,5000,51,110,6,12225,198,48,19,1,,2,2
2,Education,3.9,10000,51,134,3,12970,201,34,15,,1,2,4
2,Entertainment,3,10000,0,15,3,1319,31,6,3,,,,
2,Puzzle,4.3,10000,51,780,6,71749,1094,395,163,1,2,2,46
2,Word,4.6,10000000,92,6036,12,477336,6123,1792,664,5,,5,2
2,Music & Audio,3.9,1000,92,1198,6,208511,2315,1357,287,,2,2,4
2,Finance,3.8,1000,51,389,6,23562,642,285,108,,1,,
2,Sports,4.4,5000,50,2336,21,272431,4787,2296,760,,4,2,3
2,Productivity,3.6,100000,51,188,3685,18770,317,119,48,,1,6,2
2,News & Magazines,4,1000,92,612,6,76184,855,379,142,,1,2,1
2,Arcade,4.5,10000,51,548,9,56448,850,476,134,2,3,2,4
2,Casual,3.4,1000,50,105,3663,9987,105,9,3,2,,2,5
2,Trivia,3.8,10000,92,1170,12,176651,1599,688,244,1,1,5,7
2,Business,4.7,1000,51,513,6,22215,407,290,14,,,2,7
2,Shopping,3.9,500000,91,4523,15,524974,8932,5728,1150,2,2,,
2,Communication,4.4,50000000,100,5982,9,671945,8974,3286,1136,10,10,11,
2,Sports,3.1,10000,92,297,6,48873,325,55,24,,6,2,11
2,Travel & Local,3.7,1000,100,6193,12,678900,503,319,82,3,4,5,13
2,Productivity,4.3,10000,51,132,3,13687,202,51,23,,,2,5
2,Simulation,4.2,5000000,51,4761,21,530209,8061,3724,1227,8,,5,
2,Media & Video,3.2,10000,51,22,3,1287,28,18,7,1,,,
2,News & Magazines,4.2,10000,92,464,9,63022,725,305,107,1,1,2,10
2,Business,4.2,1000,100,170,12,19071,237,47,20,6,,,
2,Tools,4.2,500000,92,1351,9,158075,1938,736,290,1,3,2,3
2,Education,3.8,10000,92,523,6,69777,650,262,109,,1,2,9
2,Entertainment,3.9,10000,51,10,3,576,8,0,0,,,2,3
2,Personalization,4.1,50000,50,1109,12,110957,1577,535,222,,3,2,8
2,Personalization,4.1,10000,92,408,6,58545,454,147,58,7,1,4,7
2,Tools,4.2,10000,50,142,9,12561,,,,2,,2,
2,Communication,4.5,500000,86,5202,12,342561,,,,6,1,8,
2,Books & Reference,4.3,500000,92,694,9,70750,,,,,1,2,
2,Casual,4,10000,92,2209,6,301973,5862,3962,832,,5,2,
2,Entertainment,4.5,100000,51,71,5111,7600,85,13,3,1,1,2,3
2,Word,4,1000000,,225,6,43362,18,2,1,,,,
2,Personalization,3.4,10000,51,85,6,11236,163,72,26,,1,,9
2,Lifestyle,4.6,10000,92,583,6,78430,699,286,120,1,3,2,4
2,Personalization,3.9,50000,92,1475,6,181950,,,,,4,4,
2,Action,3.7,500000,92,2459,6,246561,3888,1749,511,2,5,2,3
2,Music & Audio,3.9,100000,92,671,6,82480,,,,,1,2,
2,Arcade,4.6,50000,51,680,6,67889,959,318,132,,2,,
2,Communication,4.7,1000,50,170,3,24316,327,158,34,2,4,,
2,Business,4,100000,50,148,6,14235,136,50,10,11,1,,
2,Entertainment,4.1,100000,51,0,0,0,1710,705,265,5,,,6
2,Education,4.7,10000,92,3295,12,441637,7060,4682,879,,4,2,
2,Personalization,4,100000,51,567,3,68285,1054,306,126,,3,,
2,Productivity,4.3,1000,51,182,3357,15024,205,65,26,,,2,3
2,Finance,4.1,5000,50,833,6,63226,1279,590,108,1,1,5,
2,Shopping,4.5,1000,50,1998,6622,279037,4284,3118,538,6,1,2,
2,Finance,4.4,1000,50,755,6,56680,725,166,52,1,,6,
2,Lifestyle,4.6,100000,92,711,9,84413,936,270,97,,3,2,5
2,Arcade,4,500000,51,2261,1799,271682,3588,1888,504,,4,56,
2,Media & Video,3.9,10000,0,41,3,4229,67,27,12,,,3,
2,Books & Reference,5,1000,92,261,6,47845,315,69,28,,1,2,
2,Transportation,4.1,100000,50,58,3676,5602,58,4,2,1,,2,3
2,Tools,4,10000,51,96,9,14108,180,64,27,,1,4,
2,Health & Fitness,4.3,1000,0,35,3,2387,42,2,1,,,,
2,Entertainment,3.9,10000,50,511,6,58720,,,,,4,2,
2,Music & Audio,3.7,10000,92,376,6,40768,,,,2,1,2,
2,Educational,4.1,50000,92,2709,9,326672,5426,3734,710,1,2,2,
2,Personalization,4.2,1000,51,141,6,13920,257,81,36,,1,,
2,Books & Reference,4.5,10000,92,736,6,89298,984,449,169,2,2,2,1
2,Casual,4.3,10000,92,3710,12,407643,7154,5193,881,,2,2,
2,Arcade,4.1,100000,92,2244,15,240273,3906,1509,585,2,10,2,1
2,Lifestyle,4.1,10000000,50,3114,3104,396067,6286,3290,991,6,3,5,9
2,Entertainment,3.2,100000,0,7,3,333,6,0,0,,,2,
2,Media & Video,4,5000,50,203,3,17090,243,30,13,3,3,5,7
2,Media & Video,4.1,1000,51,136,9,10215,122,45,15,2,5,3,
2,Casino,4.5,5000000,92,4155,12,356659,5807,2731,638,2,3,2,1
2,Travel & Local,4.2,5000,50,484,12,51336,746,280,117,8,1,2,26
2,Arcade,4.3,1000000,92,777,12,70326,,,,,9,2,
2,Sports,3.8,500000,100,2388,12,280263,4896,3359,576,4,4,2,
2,Productivity,4,100000,51,2051,30,229447,3503,1774,447,,4,4,13
2,Education,3.6,50000,51,165,3,13515,174,47,21,,,2,1
2,Tools,4.5,5000,0,26,3,1452,24,2,1,2,,2,2
2,Casino,4.3,100000,51,1156,9,107481,1665,587,244,1,3,2,5
2,Communication,4.1,10000000,50,3234,15,327065,,,,1,5,12,
2,Health & Fitness,3.3,50000,92,262,3,29131,482,147,67,,10,2,
2,Tools,4.4,10000000,100,4614,9,431820,,,,18,3,6,
2,Entertainment,4.7,1000,92,2971,18,298107,3364,1170,425,1,9,2,10
2,Tools,4.2,1000000,100,2072,12,252577,,,,4,2,3,
2,Personalization,4.6,50000,51,75,5095,15102,57,2,1,,,,
2,News & Magazines,4.2,10000,50,1062,6,111252,1915,883,233,1,5,2,8
2,Books & Reference,3.8,1000,92,1207,6,195651,2287,1442,327,,3,2,
2,Travel & Local,3.6,10000,100,464,9,77202,,,,1,6,2,
2,News & Magazines,4.2,10000,50,743,3666,62675,1215,579,153,,1,2,2
2,Personalization,4.2,10000000,0,242,6,22950,,,,,4,3,
2,Transportation,4.7,100000,51,186,9,19965,270,24,12,1,1,6,8
2,Puzzle,4.2,10000000,51,411,345,63438,1646,1332,203,,3,2,1
2,Finance,3.9,50000,51,151,3,14609,194,87,31,,,2,4
2,Family,3.9,1000,92,909,6,89757,1142,377,143,2,2,2,3
2,Communication,4.1,1000000,50,288,39,36225,357,78,27,2,1,,4
2,Transportation,4.4,1000,100,4340,9,470535,7917,5620,1023,2,2,2,
2,Tools,4.6,10000000,51,1276,9,104018,,,,3,5,4,
2,Casual,4.1,1000,92,250,6,23988,,,,,8,2,
2,Casual,4.2,100000,92,647,6,72698,1304,695,178,5,3,2,11
2,News & Magazines,4.3,10000,100,3181,9,362520,6547,4602,758,1,3,2,5
2,Business,4,100000,80,6536,12,749208,11784,8155,1646,11,4,5,
2,Simulation,4.3,100000,51,1241,9,175104,2426,1500,360,,3,,4
2,Productivity,3.5,1000,50,62,3,5794,63,10,5,1,,2,5
2,Music & Audio,3.7,1000,51,1179,41338,111217,1598,598,233,,6,,
2,Education,4.4,1000,51,2595,15,345153,5095,2671,758,6,3,6,
2,Arcade,3.8,1000,0,29,6,3086,,,,,1,2,
2,Health & Fitness,4.1,1000000,51,5843,18,543849,,,,1,,3,
2,Shopping,4.1,100000,,0,0,0,,,,,,,
2,Arcade,4.2,5000000,51,844,6,76723,1254,396,169,,6,2,2
2,Entertainment,4.3,1000,92,2513,6,295009,4872,3251,580,1,3,2,
2,Entertainment,3.7,1000,0,7,3,1275,12,6,2,,1,2,10
2,Tools,3.8,100000,50,2044,17232,176893,2365,846,315,2,1,2,17
2,Lifestyle,4.1,10000,50,883,3,78906,837,265,79,5,,,
2,Arcade,4.4,10000,51,64,6,6111,84,41,17,,,5,2
2,Books & Reference,3.8,10000,92,384,534,63772,670,219,85,2,1,2,6
2,Entertainment,4.4,1000,92,3769,9,473332,7666,5211,1018,,3,2,14
2,Tools,4,10000,51,69,3660,8083,83,8,4,,,2,
2,Entertainment,4.4,1000,88,508,9,62102,,,,2,2,2,
2,Sports,3.6,1000,51,61,5117,6021,59,0,0,,,2,3
2,News & Magazines,4.5,10000,51,65,6,4209,78,31,14,7,,2,9
2,Lifestyle,4.5,10000,51,37,3,1982,38,22,3,3,1,2,4
2,Books & Reference,4.2,5000,51,52,3,5822,97,48,16,,,2,8
2,Health & Fitness,4,10000,50,945,9,105680,1266,340,135,1,7,2,2
2,Puzzle,3.8,10000,92,2487,12,305910,4891,3386,609,,1,2,13
2,Entertainment,4,10000,51,110,6,11570,127,32,15,,,2,16
2,Business,4.2,1000,51,28,6,1635,24,8,4,1,,2,
2,Social,4.6,10000,50,1348,17365,147183,2386,996,399,2,9,6,
2,Racing,3.6,1000000,92,262,5098,29557,,,,,6,2,
2,Trivia,4,50000,100,1697,12,170649,,,,,2,2,
2,Finance,5,1000,51,59,3660,6689,66,9,4,,,2,
2,Personalization,4.5,500000,0,139,6,15959,,,,,5,4,
2,Puzzle,4.4,10000000,51,1542,6,120500,1839,603,230,,2,2,11
2,Sports,4.6,5000000,51,3523,9,333819,4875,2202,751,3,3,5,3
2,Productivity,3.8,5000,51,73,9,5328,126,40,19,,1,4,
2,Photography,4.8,1000,51,344,3,25344,,,,,3,4,
2,Books & Reference,4.8,1000,,246,6,23437,52,11,5,,2,,3
2,Business,4,1000,51,193,24,11896,,,,2,,2,
2,Entertainment,4.5,10000,51,536,6,52437,852,467,120,1,3,2,1
2,News & Magazines,4.6,1000,51,378,9,37500,528,207,88,,7,2,
2,Entertainment,4.4,100000,100,1204,9,107537,1742,879,154,2,2,,
2,Personalization,4.2,1000000,92,994,6,92017,1600,733,169,,3,2,3
2,Lifestyle,3.9,50000,50,973,9,100254,1809,775,266,1,1,2,
2,Finance,4.2,500000,50,661,12,90237,992,277,85,1,,3,2
2,Productivity,4.1,1000000,100,1224,6,160996,2509,1610,336,,2,2,
2,Puzzle,4.1,10000,0,284,6,15620,298,63,27,,1,2,19
2,Puzzle,3.3,100000,92,1781,156572,171683,2562,1244,327,1,7,2,
2,Tools,4.2,1000,50,614,9,69359,1040,396,140,7,2,,
2,Tools,4,10000,92,560,15,71480,,,,,1,2,
2,Sports,3.6,10000,50,192,3,21460,240,137,32,,1,2,1
2,Entertainment,4.3,1000,51,18,3,864,25,20,3,,,2,
2,Puzzle,3.9,100000,51,1742,6,202085,,,,,6,2,
2,Arcade,3.8,10000,92,567,12,64937,711,282,110,,6,2,3
2,Tools,4.7,1000,51,11,3,717,,,,,,5,
2,Music & Audio,4,100000,92,4634,6,524136,7640,4853,1105,3,1,2,2
2,Personalization,4.1,10000,92,2271,12,271912,4870,3326,562,3,1,2,4
2,Racing,4,1000,51,153,47063,33034,,,,,1,2,
2,Puzzle,4.1,10000,50,57,3,5567,,,,4,1,2,
2,Puzzle,4.3,50000,92,0,0,0,3636,1406,549,3,,2,3
2,Education,4.8,10000,51,897,9,83335,1459,666,233,2,2,2,4
2,Tools,3.9,50000,0,12,6,503,9,0,0,,,2,
2,Arcade,3.6,1000000,92,3077,9,356504,6229,4497,734,1,3,2,4
2,News & Magazines,3.8,100000,92,2626,12,311792,5306,3684,696,3,2,,
2,Education,3.8,5000,51,1820,21,168860,2075,1066,370,1,3,4,14
2,Personalization,4.1,10000,0,9,3,216,1,0,0,,,2,4
2,Personalization,4.4,1000,0,17,3,843,4,0,0,1,,2,15
2,Casual,4.6,5000,92,13,6,1707,1,0,0,3,,2,2
2,Tools,4.1,10000,51,70,6,5330,73,29,10,,1,2,45
2,Music & Audio,4.4,1000,50,830,6,72346,961,362,143,2,1,2,
2,Music & Audio,4,10000,51,254,9,45094,262,43,18,1,5,2,18
2,Tools,4.1,10000,100,893,9,79737,1253,505,201,3,3,2,
2,Music & Audio,3.7,5000,51,243,6,21803,,,,,7,2,
2,Weather,4.2,50000,50,2120,18,311941,,,,,2,2,
2,Business,4.2,1000,51,64,9,4895,103,8,4,,1,2,13
2,Finance,4.3,100000,51,261,3,31125,302,83,31,,1,2,2
2,Books & Reference,4.8,10000,0,17,3,832,7,4,2,,,3,14
2,Travel & Local,4.3,100000,50,3692,12,394144,6765,3546,961,,3,5,5
2,Arcade,4.3,10000000,51,1098,6,143240,2706,1360,430,,3,2,32
2,Tools,3.9,10000,100,3545,9,388258,6903,5116,858,4,,2,
2,Casino,4.4,5000000,92,936,9,84141,1170,347,141,1,7,,
2,Puzzle,3.2,10000,50,357,12,35397,488,92,43,2,1,2,6
2,Music & Audio,4.4,1000,51,1065,18,91298,1542,785,234,2,2,2,
2,Casual,3.7,1000,51,265,9,54426,510,181,50,1,3,2,3
2,Music & Audio,4.1,10000,51,110,6,10436,138,44,19,5,1,4,3
2,Tools,4.2,50000,51,1582,6,202226,1576,874,232,,3,2,
2,Lifestyle,4.2,100000,51,164,6,13085,191,26,11,4,,6,6
2,Travel & Local,4.2,10000,50,2001,9,226939,4845,2898,593,2,1,5,
2,Lifestyle,4.2,500000,50,27,3,1242,,,,,,2,
2,Books & Reference,4.5,10000,50,1144,12,116825,1579,708,280,,9,2,13
2,Arcade,4.2,1000000,92,1913,9,212458,,,,1,4,2,
2,Action,4.1,5000000,92,804,9,97163,1109,379,163,,1,2,10
2,Personalization,4.2,1000,92,1882,9,272116,3346,1903,490,,3,2,1
2,Finance,4.9,1000,51,89,3,8310,114,4,2,,1,2,5
2,Productivity,4,1000,51,259,12,35404,512,157,69,,6,2,
2,News & Magazines,4.8,1000,92,3343,18,294517,3906,1546,502,1,9,2,2
2,Comics,4.7,10000,51,60,9,3565,58,46,21,,2,5,3
2,Tools,3.8,5000,50,71,3,8295,125,32,14,,,2,
2,Puzzle,3.7,100000,92,672,5101,66804,1253,403,176,,7,2,2
2,Role Playing,4,1000000,51,1358,6,157407,3241,1639,534,,3,2,5
2,Entertainment,4.1,500000,0,2,3,125,2,0,0,,,2,
2,Education,4.3,100000,92,3876,12,424274,7583,5136,1228,,3,3,40
2,Educational,3.7,1000000,92,1342,12,157120,1806,783,310,,8,2,1
2,Racing,3.7,50000,92,2456,18,311849,4248,2148,596,,5,,
2,Weather,4.4,1000000,51,2265,24,308243,4015,2290,625,,4,2,2
2,Tools,4.4,50000,92,209,9,40798,219,47,20,,1,2,23
2,Casual,3.8,1000,51,550,15,47283,800,339,131,,1,2,9
2,Travel & Local,3.8,100000,50,66,3,3769,45,6,3,1,,2,4
2,Entertainment,4.3,10000,51,939,15,105824,2087,709,253,,5,2,
2,Tools,4.1,10000,0,19,3,1298,16,4,2,,,,
2,Tools,3.4,100000,51,1349,6,134714,2056,768,298,,6,,
2,Music & Audio,4.4,10000,92,882,26158,106150,837,209,80,2,1,2,15
2,Finance,3.8,10000,51,774,18,73539,1123,447,169,,1,2,
2,Puzzle,3.2,50000,51,143,6,14503,154,32,13,1,2,2,3
2,Puzzle,4.2,5000,92,1105,9,161596,1641,540,211,1,3,2,5
2,Productivity,4.3,500000,100,6368,85,553258,9062,4483,1254,8,1,5,
2,Arcade,3.6,1000000,51,894,97010,102530,1012,229,83,1,3,,
2,Entertainment,4,1000,,1919,9,208606,1441,551,213,,,,2
2,Comics,4.7,5000,51,61,9,3595,,,,,2,5,
2,Education,4.2,1000,51,430,6,41592,,,,,2,2,
2,Communication,4.2,5000000,88,6167,158031,573198,8834,3357,1075,3,3,12,
2,Puzzle,3.4,100000,100,1072,9,140203,,,,1,5,2,
2,Racing,4,10000,51,141,15,28070,244,70,28,,2,2,13
2,Family,4.3,10000,92,2522,12,293081,5360,2893,799,,3,,
2,Action,3.9,100000,51,254,6,22121,251,46,21,,6,2,12
2,Educational,4.1,5000,92,1074,6,180803,2151,1277,241,,3,2,2
2,Personalization,3.7,10000,0,519,6,48163,,,,,4,,
2,Lifestyle,3.7,5000,51,48,3,4306,,,,1,1,2,
2,News & Magazines,4.5,1000,50,5865,24,665066,11236,6449,1722,,4,6,1
2,Tools,4.1,10000,0,46,6,4825,46,19,7,2,1,6,
2,Finance,4.7,1000,51,2773,21,279410,4969,2834,870,2,2,3,
2,Finance,4.5,1000,50,161,9,15111,211,41,17,1,2,,
2,Productivity,4.5,1000,51,194,3381,15496,233,75,31,4,,2,17
2,Entertainment,4.5,1000000,50,3974,9,461849,7780,4614,1131,4,3,5,18
2,Tools,4,10000,51,71,3,8086,121,35,16,,1,2,4
2,Personalization,3.8,10000,51,1656,21,146398,2016,452,176,1,1,4,11
2,Books & Reference,4.6,1000,92,1155,6,143384,2911,2168,298,1,,2,2
2,Books & Reference,3.6,1000,51,184,3354,14997,208,67,27,,,2,14
2,Education,4.1,10000,0,49,3,2638,72,17,8,,1,,
2,Music & Audio,3.7,10000,51,2399,13,245514,,,,,5,3,
2,Tools,4.3,500000,51,258,9,35525,423,88,30,2,1,6,
2,Tools,4.3,1000000,100,4438,24,338236,,,,9,3,2,
2,Comics,3.9,1000,50,4794,24,515614,,,,,5,6,
2,Medical,4.6,10000,0,542,6,41376,805,572,121,,2,2,5
2,Travel & Local,4.6,5000,51,1256,12,98636,1239,395,130,9,,2,19
2,Finance,4.7,1000,92,592,9,78681,717,285,119,,2,2,4
2,Education,4.5,5000000,51,2275,12,246216,3429,1521,517,,1,4,
2,Tools,4.5,10000,0,146,9,8101,184,64,23,,,5,3
2,Education,4.1,10000,92,1166,15,129415,1430,532,199,,4,5,9
2,Sports,4.6,10000,92,1085,39,98476,1677,914,190,1,2,2,
2,Education,4.2,10000,51,1163,9,116936,1797,787,300,,2,,
2,Lifestyle,4.1,500000,53,1077,3,128324,1998,867,213,6,3,5,10
2,Tools,3.7,10000,0,65,3,5937,104,25,12,1,1,2,2
2,News & Magazines,4.1,1000,51,127,9,17390,193,39,17,4,4,,
2,Books & Reference,4.4,5000,92,1074,12,126463,1765,802,272,,2,,
2,Travel & Local,4.7,1000,51,605,12,55593,,,,5,,2,
2,Music & Audio,3.6,1000,100,1160,6,92659,1607,669,155,,2,3,
2,Tools,3.9,50000,51,265,6,29249,382,142,56,,1,2,3
2,Educational,3.6,10000,92,830,9,79670,1112,447,151,,9,2,
2,Entertainment,4.1,10000,51,1070,9,91260,1316,347,121,,1,2,11
2,Arcade,4.3,50000,51,70,6,4472,102,27,12,,,2,
2,Communication,4.3,1000000,50,887,15,90933,935,246,98,6,2,,10
2,Business,4.2,5000,51,993,12,139307,1914,1009,322,,1,,
2,Music & Audio,4.2,1000,92,1170,6,93191,1621,661,149,,2,5,
2,Puzzle,3.3,5000,51,749,5120,85077,,,,1,4,2,
2,Communication,3.8,1000000,50,627,6,52298,,,,2,2,5,
2,Puzzle,3.9,100000,92,796,6,75073,997,209,86,,5,2,2
2,Puzzle,3.7,10000,51,1109,6,112423,,,,,2,2,
2,Books & Reference,3.8,1000,92,303,3,47230,,,,,3,2,
2,Casual,4.4,10000,92,3592,15,438586,8310,4955,1186,,4,2,3
2,News & Magazines,3,1000,92,2318,15,334231,3901,2088,542,2,2,2,5
2,Entertainment,4.3,10000,100,1717,6,214533,3957,2944,479,3,2,3,
2,Tools,3.9,500000,92,1523,15,326792,4014,1819,439,,11,2,7
2,Shopping,4.1,1000,100,381,9,55749,,,,4,3,2,
2,Productivity,4.4,10000000,92,687,6,57990,,,,6,2,2,
2,Transportation,4.3,5000,51,59,3663,6178,64,10,4,,,2,2
2,Business,4.2,10000,51,340,6,31034,,,,1,2,3,
2,Media & Video,5,1000,51,985,12,105686,1300,558,204,4,2,4,
2,Tools,3.6,1000,51,101,6,10732,173,13,5,,1,2,5
2,Education,4.4,1000,92,225,9,19941,,,,2,2,2,
2,Sports,3.3,10000,51,77,5095,9082,73,8,4,,,3,12
2,Music & Audio,4.9,1000,51,482,9,42612,661,216,61,,,,
2,Puzzle,4,10000,92,696,12,86638,1037,462,148,3,1,2,10
2,Media & Video,3.2,10000,50,61,3,6276,55,7,3,1,,2,
2,Books & Reference,4.6,1000,92,666,9,79604,851,338,141,,4,2,
2,Medical,4.2,10000,51,589,9,58108,767,273,112,1,5,5,
2,Social,4.6,100000,51,75,3,9683,118,23,11,,8,2,12
2,Tools,4.8,500000,50,316,6,46909,,,,7,2,2,
2,Lifestyle,5,1000,51,13,6,440,9,4,2,1,,,
2,Lifestyle,4.3,10000,50,1851,15,180140,2564,1067,382,,3,,
2,Books & Reference,4.4,10000,92,1185,6,194646,2167,1373,306,,3,2,11
2,Photography,4,5000000,92,770,9,105975,1073,275,118,1,1,4,
2,Health & Fitness,3.9,100000,100,540,6,73740,693,280,116,1,1,,
2,Casino,4.1,10000,92,1834,9,223760,,,,,2,2,
2,Personalization,4.1,50000,0,6,3,326,3,0,0,,1,2,
